District Number,Full Name,Capitol Office Address,Capitol Office Phone Number,District Office Address,District Office Phone Number,Contact Page URL,biography,Member Page URL,Biography URL,Picture URL,Legislation Authored (including Joint) URL,Legislation Co-Authored URL,Legislation Sponsored (including Joint) URL,Legislation Co-Sponsored URL
118,John Lujan,"Room E2.822, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0714,"8307 S. Flores Street, San Antonio, Texas 78221",(210) 595-0068,https://house.texas.gov/members/3145/email,"State Representative John Lujan proudly serves House District 118 in the Texas House of Representatives, representing the hardworking families of South, East, and Northeast Bexar County. First elected in 2016 and re-elected in 2021, Representative Lujan brings decades of public service, business experience, and community leadership to the Texas Legislature.Chairman Lujan currently serves as Chair of the House International Relations Subcommittee and Vice Chair of the Appropriations Subcommittee for Articles VI, VII, and VIII. He is also a member of the House Committees on Appropriations; Trade, Workforce & Economic Development; Local & Consent Calendars; and the Subcommittee on Workforce. In previous sessions, he has served on the Committees on Higher Education, Transportation, and Juvenile Justice & Family Issues. In addition to his legislative duties, he is a member of the Advisory Council on Cultural Affairs.Born and raised on the Southside of San Antonio, Representative Lujan was shaped by parents who modeled a life of service—his mother was a public school principal and his father a local pastor. Inspired by their example, he began his career in public safety, serving five years as a Bexar County Sheriff’s Deputy before joining the San Antonio Fire Department, where he served for over 25 years.Alongside his service as a first responder, John helped grow a local IT firm into a thriving business that today employs more than 500 people across Bexar County. His unique experience in public safety and business drives his commonsense, service-first approach to policymaking.John and his wife Freda have been married for over 41 years and live on a small ranch in South San Antonio. Together, they have five sons, three of whom are adopted. The Lujan Family is actively involved in their church, Southside Baptist Church, as well as in their community. Chairman Lujan volunteers as a board member with the Southside Cardinals Youth Sports League and teaches Sunday School at Southside Baptist Church.",https://house.texas.gov/members/member-page/?district=118,https://house.texas.gov/members/3145/biography,https://house.texas.gov/images/members/3145.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3145,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3145,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3145,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3145
119,Elizabeth 'Liz' Campos,"Room E2.422, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0452,"3124 Sidney Brooks, Ste. A, San Antonio, Texas 78235",(210) 806-0899,https://house.texas.gov/members/3950/email,"Representative Elizabeth “Liz” Campos of House District 119 is serving her third term in the Texas House of Representatives. As a lifelong resident of District 119, she represents the cities of San Antonio, Converse, Live Oak, Schertz, St. Hedwig, and Universal City.In her first term, Representative Campos was selected as “Freshman of the Year” by the Texas House Legislative Study Group. This session, Representative Campos has worked to improve the Department of Family and Protective Services by advocating for stronger resources and more efficient support systems to protect vulnerable children and families. She also leads mental health initiatives, especially for firefighters and peace officers, recognizing the unique challenges these first responders face and the critical need for specialized mental health care.Campos has authored legislation to increase accessibility to physician assistant care, expanding healthcare options for communities across Texas. She has made efforts in the capitol to provide more comprehensive support for individuals with intellectual and developmental disabilities, ensuring they receive the services and opportunities they need to thrive.Recognizing the importance of quality care for seniors, Campos pushes for improved staffing standards at facilities that care for individuals with Alzheimer’s disease or related disorders, ensuring that these vulnerable populations receive the attention and care they deserve.In addition to advancing her legislation, she also worked to expand Medicaid, fully fund public schools, and finance local infrastructure projects that generate jobs, create opportunity, and reduce poverty in our community.Representative Campos is the first woman elected to represent HD 119. She has over thirty years of experience as a legal administrator at major law firms in San Antonio and previously served in the Texas Legislature as a House Constituent Coordinator, Senate District Director, and Senate Chief of Staff.As well as serving her community in the Texas House of Representatives, Liz Campos is a successful businesswoman, a third-generation plumber, and lives in Southeast San Antonio with her three German Shepherds Jojo, Jolene, and Lobo.
Representative Elizabeth “Liz” Campos of House District 119 is serving her third term in the Texas House of Representatives. As a lifelong resident of District 119, she represents the cities of San Antonio, Converse, Live Oak, Schertz, St. Hedwig, and Universal City.
In her first term, Representative Campos was selected as “Freshman of the Year” by the Texas House Legislative Study Group. This session, Representative Campos has worked to improve the Department of Family and Protective Services by advocating for stronger resources and more efficient support systems to protect vulnerable children and families. She also leads mental health initiatives, especially for firefighters and peace officers, recognizing the unique challenges these first responders face and the critical need for specialized mental health care.
Campos has authored legislation to increase accessibility to physician assistant care, expanding healthcare options for communities across Texas. She has made efforts in the capitol to provide more comprehensive support for individuals with intellectual and developmental disabilities, ensuring they receive the services and opportunities they need to thrive.
Recognizing the importance of quality care for seniors, Campos pushes for improved staffing standards at facilities that care for individuals with Alzheimer’s disease or related disorders, ensuring that these vulnerable populations receive the attention and care they deserve.
In addition to advancing her legislation, she also worked to expand Medicaid, fully fund public schools, and finance local infrastructure projects that generate jobs, create opportunity, and reduce poverty in our community.
Representative Campos is the first woman elected to represent HD 119. She has over thirty years of experience as a legal administrator at major law firms in San Antonio and previously served in the Texas Legislature as a House Constituent Coordinator, Senate District Director, and Senate Chief of Staff.
As well as serving her community in the Texas House of Representatives, Liz Campos is a successful businesswoman, a third-generation plumber, and lives in Southeast San Antonio with her three German Shepherds Jojo, Jolene, and Lobo.",https://house.texas.gov/members/member-page/?district=119,https://house.texas.gov/members/3950/biography,https://house.texas.gov/images/members/3950.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3950,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3950,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3950,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3950
120,Barbara Gervin-Hawkins,"Room GN.12, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0708,"3503 N.E. Parkway, San Antonio, TX 78218",(210) 822-2534,https://house.texas.gov/members/3445/email,"Barbara Gervin-Hawkins is the State Representative for Texas' 120th House District, which includes parts of the cities of San Antonio, Converse, Windcrest and Kirby Texas.Representative Gervin-Hawkins is one of the founders of the George Gervin Youth Center, Inc. (since 1991) and George Gervin Academy (since 1994), a public charter that serves approximately 1,200 students throughout the Bexar County area.As a leader in the community since 1981, Barbara is a passionate educator and businesswoman holding a Bachelor's Degree in Business, a Master's Degree in Education, and finalizing her PhD in Leadership as well as holding certifications as a math teacher and as a principal. She currently serves as the Special Projects Coordinator at the George Gervin Youth Center, Inc.As the superintendent of the Gervin Academy, Barbara helped over 1,800 high school dropouts attain their diplomas. As a business owner, she has completed over $93 million dollars in brick and mortar projects, created over 322 quality affordable housing units, and developed a $15 million dollar annual operating budget that provides extensive wrap-around services to assist the most vulnerable populations.Before Barbara was elected to the Texas House of Representatives, she served as a Zoning Commissioner for the City of San Antonio representing District 2; served on numerous boards and commissions including the Greater San Antonio Chamber of Commerce, Rotary International, Ella Austin Community Center, Casey Family Program for homeless youth and was selected to the San Antonio Women’s Hall of Fame and Whose-Who in San Antonio. Barbara holds numerous honors and awards as an effective community leader. She is always working to create opportunities for all San Antonians.As a member of the Texas House of Representatives, Barbara currently serves on the Appropriations, Ways & Means, and Redistricting Committees. Barbara also serves as a member on the Appropriations Articles I, IV, and V Subcommittee; Chair of the State of Texas Tourism Caucus;  and as Chair of the Texas Legislative Black Caucus where in the 85th legislative session, Barbara was awarded ""Freshman of the Year."" Barbara proudly serves as member of the Texas Veterans' Caucus, Women’s Health Caucus; LGBTQ Caucus, Innovation and Technology Caucus, and Manufacturing Caucus. Additionally, she has served on the House Democratic Special Committee on Clean Air, Clean Water, & Climate Change; and she previously served as a member of the National Conference of State Legislatures on their Redistricting and Elections Standing Committee.Barbara is a proud mother of two adult sons, Robert and Nathan, both of whom have earned master’s degrees. She is a longtime member of Mount Zion First Baptist Church in San Antonio.  As one of six children, her older brother is NBA Hall of Famer George “Iceman” Gervin. She is a native of Detroit, Michigan and has lived in Texas since 1980.
Barbara Gervin-Hawkins is the State Representative for Texas' 120th House District, which includes parts of the cities of San Antonio, Converse, Windcrest and Kirby Texas.Representative Gervin-Hawkins is one of the founders of the George Gervin Youth Center, Inc. (since 1991) and George Gervin Academy (since 1994), a public charter that serves approximately 1,200 students throughout the Bexar County area.As a leader in the community since 1981, Barbara is a passionate educator and businesswoman holding a Bachelor's Degree in Business, a Master's Degree in Education, and finalizing her PhD in Leadership as well as holding certifications as a math teacher and as a principal. She currently serves as the Special Projects Coordinator at the George Gervin Youth Center, Inc.As the superintendent of the Gervin Academy, Barbara helped over 1,800 high school dropouts attain their diplomas. As a business owner, she has completed over $93 million dollars in brick and mortar projects, created over 322 quality affordable housing units, and developed a $15 million dollar annual operating budget that provides extensive wrap-around services to assist the most vulnerable populations.Before Barbara was elected to the Texas House of Representatives, she served as a Zoning Commissioner for the City of San Antonio representing District 2; served on numerous boards and commissions including the Greater San Antonio Chamber of Commerce, Rotary International, Ella Austin Community Center, Casey Family Program for homeless youth and was selected to the San Antonio Women’s Hall of Fame and Whose-Who in San Antonio. Barbara holds numerous honors and awards as an effective community leader. She is always working to create opportunities for all San Antonians.As a member of the Texas House of Representatives, Barbara currently serves on the Appropriations, Ways & Means, and Redistricting Committees. Barbara also serves as a member on the Appropriations Articles I, IV, and V Subcommittee; Chair of the State of Texas Tourism Caucus;  and as Chair of the Texas Legislative Black Caucus where in the 85th legislative session, Barbara was awarded ""Freshman of the Year."" Barbara proudly serves as member of the Texas Veterans' Caucus, Women’s Health Caucus; LGBTQ Caucus, Innovation and Technology Caucus, and Manufacturing Caucus. Additionally, she has served on the House Democratic Special Committee on Clean Air, Clean Water, & Climate Change; and she previously served as a member of the National Conference of State Legislatures on their Redistricting and Elections Standing Committee.
Barbara is a proud mother of two adult sons, Robert and Nathan, both of whom have earned master’s degrees. She is a longtime member of Mount Zion First Baptist Church in San Antonio.  As one of six children, her older brother is NBA Hall of Famer George “Iceman” Gervin. She is a native of Detroit, Michigan and has lived in Texas since 1980.",https://house.texas.gov/members/member-page/?district=120,https://house.texas.gov/members/3445/biography,https://house.texas.gov/images/members/3445.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3445,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3445,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3445,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3445
121,Marc LaHood,"Room E2.804, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0686,,,https://house.texas.gov/members/4595/email,,https://house.texas.gov/members/member-page/?district=121,https://house.texas.gov/members/4270/biography,https://house.texas.gov/images/members/4270.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A4595,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A4595,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A4595,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A4595
122,Mark Dorazio,"Room E1.406, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0646,"4634 De Zavala Road, San Antonio, Texas 78249",,https://house.texas.gov/members/4145/email,"Mark Dorazio has lived a principled life of service dedicated to God, family, community, and conservative values.Mark was the 4th boy, born to a large Italian family of 10 children in Derry, PA. He started working and paying rent at age 12 delivering the local newspaper. He followed his oldest brother to Lubbock, TX out of high school, and apprenticed in construction under three engineers that taught at Texas Tech University. He met his wife, Monica in El Paso, and they have been married for 40 adventurous years. They raised four children, and now enjoy their eleven grandchildren. Together they opened their own construction company, Dorazio Enterprises, Inc., after moving to San Antonio. Over the last 38 years Mark and Monica have grown their business responsibly, operating most of that time as a debt free corporation. Mark started as a carpenter framing houses, then worked on a broad array of construction projects. He is now doing heavy industrial & civil construction for power companies, and infrastructure projects in San Antonio and surrounding areas.For 23 years Mark has been a very active member of his church, Lifehouse, where he has served as an Elder, Council member, and Children’s Sunday School Teacher. He has participated in several local and international mission trips to bring support to churches, clinics, and schools. Mark has served on the board of The Justice Foundation, a legal defender advancing life, liberty, and justice for over 10 years.Mark has served as a Republican Party Precinct Chairman for over 30 years and was elected by his fellow precinct chairmen to serve as the Bexar County Republican Party Chairman from 2017-2018. He conducted the local 2018 Primary Election and helped to plan the 2018 Republican State Convention in San Antonio. He was also elected to run the Bexar County Senate District 25 Convention as its chairman twice, including conducting it in San Antonio in 2020—overcoming all the obstacles caused by COVID and local government restrictions to do so.He has attended 13 Republican Party of Texas (RPT) state conventions as a delegate, and most recently served as the 2020 RPT Platform Committee Chairman. This committee gives voice to more than ten thousand Republican delegates to county and senate district conventions which take place across Texas. At the 2020 State Convention the Republican delegates of Senate District 25 also elected Mark to his third term representing them on the State Republican Executive Committee—the governing body of the Texas GOP, where he has served on various committees. In 2016 he was an alternate to the National Convention in Cleveland, Ohio. He also initiated, produced, and published the first Senate District/County Convention Manual that has been widely used across Texas to help organize and run County Conventions.Mark understands the opportunities and blessings of this great country, and he is dedicated to ensuring that the American Dream is kept alive for future generations to come.",https://house.texas.gov/members/member-page/?district=122,https://house.texas.gov/members/4145/biography,https://house.texas.gov/images/members/4145.jpg?v=2,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A4145,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A4145,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A4145,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A4145
123,Diego M. Bernal,"Room 4N.6, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0532,"9862 Lorene Lane, Suite 102, San Antonio, Texas 78216",(210) 308-9700,https://house.texas.gov/members/3110/email,"Representative Diego Bernal was born in South Texas and raised in San Antonio. After graduating from Thomas Jefferson High School, he attended the University of Michigan, where he earned his undergraduate degree, Master's in Social Work, and law degree. As a social worker, he helped young gang members in Detroit transition out of a rough life and into school or the workforce. He continued this work in Harlingen, Texas with Communities in Schools (CIS), working with at-risk youth to improve literacy by founding a student newspaper.During law school, he devoted himself to civil rights advocacy. He spent a summer in New York City with the NAACP Legal Defense Fund and a year at the Mexican American Legal Defense and Educational Fund (MALDEF) back in San Antonio.After graduating from law school, he returned to San Antonio permanently as a MALDEF staff attorney, advocating and litigating on behalf of working people, children, and immigrant communities. He worked for systemic changes to ensure equitable funding for Texas public school and fought against discrimination in schools and the workplace. He also fought to safeguard the integrity of our electoral systems, making sure that every citizen has an equal right to vote.Outside of work, he pursues another passion: music. Diego has released four successful albums and contributed to other local, national and international projects.Diego is dedicated to the principles of equality and justice. He is committed to improving the quality of life in San Antonio and Texas on every level and his experience in law, advocacy, and art contributes to the vision he brings to the Texas House of Representatives.In June 2011, Diego was elected to the San Antonio City Council representing District 1. He worked alongside Mayor Julian Castro, former Secretary of Housing & Urban Development. Diego wrote and passed the strictest payday loan regulation in the state of Texas. Bernal also passed the Non-Discrimination Ordinance (NDO), ensuring everyone is treated equal and fairly.Representative Bernal was elected to the Texas House of Representatives in February 2015. He represents District 123, home to downtown and north central San Antonio, parts of the city's West Side, along with the City of Castle Hills. He currently serves as a member of the House Committee on Agriculture and Livestock and the House Committee on Urban Affairs.Diego is the proud father of Xan Rosa Bernal.",https://house.texas.gov/members/member-page/?district=123,https://house.texas.gov/members/3110/biography,https://house.texas.gov/images/members/3110.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3110,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3110,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3110,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3110
124,Josey Garcia,"Room E2.904, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0634,,,https://house.texas.gov/members/4170/email,"Newly-elected to serve in the 88th Texas Legislature, State Representative Josey Garcia is the 1st woman, active-duty veteran to serve in the Texas House. She represents West San Antonio’s House District 124.Representative Garcia has committed her life to serving others, her lived-experiences guiding her quest for solutions to increase opportunities for all Texans.  Josey spent her early years bouncing from one foster home to another. By the time she reached high school, she had attended 13 schools and lived with various families. At the age of 16, she signed up for the Delay Enlistment Program, securing her place in the  U.S. Air Force, serving in deployments to Cameroon, Africa and Iraq, where she served in Operation Iraqi Freedom. After Ramstein Air Base, Germany, Representative Garcia was stationed at Lackland Air Force Base in 2001. Here she would retire after 20 years of a military career. An active member of her westside community, Josey made San Antonio, Texas her forever home.Upon her retirement in 2014, Josey became a published author and community advocate in San Antonio. In 2020, she co-founded Uniting America Outreach, a nonprofit that delivers food and supplies to people in need. During Winter Storm Uri in 2021, Uniting America Outreach delivered over 9,000 meals to San Antonio’s most vulnerable residents. Her organization raised over $50,000 to provide food, clothing, and hygiene products, which they took directly to Ciudad Acuña, Mexico during the 2022 crisis at the border.Josey is happily married to her husband Ramon, an Army veteran who served in both Operation Iraqi Freedom, Iraq and Operation Enduring Freedom, Afghanistan, where he was awarded a Purple Heart when he was shot during a combat mission. Their blended family consists of eight children, including two adult sons on the autism spectrum.As Texas State Representative for HD 124, Rep. Garcia will continue advocating for those who need her most! Our veterans, children impacted by the foster care industry, retirees, and working families who desperately need access to better paying jobs and affordable housing.",https://house.texas.gov/members/member-page/?district=124,https://house.texas.gov/members/4170/biography,https://house.texas.gov/images/members/4170.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A4170,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A4170,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A4170,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A4170
125,Ray Lopez,"Room GW.4, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0669,"5309 Wurzbach Road, #100-7, San Antonio, Texas 78238",(210) 684-5419,https://house.texas.gov/members/3915/email,"Reynaldo T. (Ray) Lopez, was elected to the 86th Texas Legislature on March 12th, 2019 to serve House District 125. District 125 encompasses much of San Antonio’s culturally diverse West and Northwest Sides. House District 125 includes the City of Leon Valley, three independent school districts, and prestigious institutions of higher education: St. Mary’s and Our Lady of the Lake Universities. District 125 has over 170,000 residents, many of whom are military or civil service employees.In addition to years as a small business owner, Representative Lopez is an accomplished corporate professional with over 35 years of experience in the information and telecommunications industry. A retired Executive from AT&T, he led a team of technology professionals who were responsible for a multimillion-dollar business portfolio. His various responsibilities included managing relationships for AT&T’s Signature Client Division. He identified key business drivers and fostered relationships with his clients, focusing on developing and executing effective long-term telecommunications strategies.In conjunction with his professional experience, Ray has a longstanding, strong commitment to public service and helping others. Immediately following high school, Rep. Lopez joined the United States Armed Forces where he served 14 years in the Army Reserve. In 1990, he was elected to the North Side Independent School District’s Board of Trustees where he was a champion for public education, serving as Board President.Representative Lopez strongly advocates for veterans, seniors, public education, and working Texas families. A graduate of Harlandale High School, there he met the love of his life and has been happily married for over 48 years.In 2004, Representative Lopez was elected to the San Antonio City Council where he represented the people of Council District 6 for four consecutive terms until reaching his term limit. While on Council, Rep. Lopez helped to establish a paragon for senior care at the Alicia Trevino Lopez Senior Center, paved the way for PreK-4-SA campuses across the city of San Antonio, and cast votes based upon his values, his goals for the City of San Antonio, and the interests of his constituents.Rep. Lopez has received wide recognition for his professional and civic accomplishments including being named to AT&T's Leaders Council & Circle of Excellence. He was also inducted into the Harlandale Independent School District Hall of Fame for his lifelong work in education and community service. For the 86th Legislature, Representative Lopez sits on Defense and Veteran’s Affairs and Juvenile Justice & Family Issues Committees where he will tackle the difficult issues that affect veterans, children, and Texas families.Ray and his wife Evelyn have four grown children: Vicky, Rey Jr., Angelo, and Christopher. Besides their hobbies of golfing, sailing, and skiing, Ray and Evelyn enjoy spending time with their family and spoiling their 14 grandchildren.",https://house.texas.gov/members/member-page/?district=125,https://house.texas.gov/members/3915/biography,https://house.texas.gov/images/members/3915.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3915,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3915,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3915,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3915
126,Sam Harless,"Room GW.6, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0496,"15900 Stuebner Airline Rd., Spring, TX 77379",(281) 251-0194,https://house.texas.gov/members/3775/email,"Representative Sam Harless has been a resident of Northwest Harris County since 1976. He was a 1981 Spring High School graduate and went to Lone Star College before attending Sam Houston State University.Sam started working at the age of 14 mowing lawns and later became a successful small business owner. Today, he and his wife Patricia own Fred Fincher Motors, a second-generation independent automobile dealership.Sam actively gives back to his community by supporting The Pearl Fincher Museum of Fine Arts, Northwest Assistance Ministries, The Centrum Arts League, Klein Educational Foundation, and Cy-Fair ISD Educational Foundation. Sam touts the Fallen Warrior Memorial and Fallen Warrior Art Gallery as jewels of the community and a strong tribute to our fallen heroes.As a strong law enforcement supporter he has served for many years on the Harris County Constable's Precinct 4 Training Advisory Board as well as the Harris County Sheriff Training Advisory Board, where he assists with community input on law enforcement training.Sam married Patricia Fincher in 1985 and have a son, younger Sam, who is a graduate of Klein High School and North Texas State University. They are active members of Champion Forest Baptist Church. Patricia served in the Texas House representing the same District from 2007 – 2016. In May of 2022, Sam and Patricia welcomed a new addition to the family with the arrival of their first grandchild, Karsyn Pearl Harless.In the 88th Session, Representative Harless is serving on five of the House of Representative's designated committees. Now Chairman Harless, Sam was picked by House Speaker Dade Phelan to chair the Select Committee on Health Care Reform, in addition to Homeland Public Safety, the Select Committee on Community Safety, House Administration, and Licensing and Administrative Procedures. He also serves on the board of Lone Star College. By the end of the 87th Session, Representative Harless was directly involved with 134 pieces of legislation.",https://house.texas.gov/members/member-page/?district=126,https://house.texas.gov/members/3775/biography,https://house.texas.gov/images/members/3775.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A3775,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A3775,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A3775,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A3775
127,Charles Cunningham,"Room E2.410, P.O. Box 12910, Austin, Texas 78711-2910",(512) 463-0520,"110 W. Main Street, Humble, Texas 77338",,https://house.texas.gov/members/4130/email,"State Representative Charles Cunningham was elected in 2022 to represent House District 127, which includes Humble, Huffman, Kingwood, and Atascocita. Living in the district for over 30 years, Charles understands what issues are most important to the constituents; flood mitigation/control, public education, and public safety. Charles is staunchly pro-life, pro-God, and pro-Second Amendment. For the 89th Legislative Session, Speaker Dustin Burrows appointed Charles to serve on 3 committees and 1 Subcommittee: Public Education, Public Health, Local & Consent Calendars, and the Subcommittee on Disease Prevention & Women's & Children's Health.Residing in Humble and HD 127 for over 3 decades, Charles has been active in several community organizations and events, including:• Humble Area Assistance Ministries - President• Northshire III HOA - Director• CenterPoint Energy United Way - Department Past Chairman• IEBW Credit Union - Board Member• Gulf Coast Area Association of School Boards - Past President• Lake Houston Chamber of Commerce - Vice-Chairman of Government Affairs• Kingwood Hospital Advisory - Board Member• Boys Scout of America - District Finance Chairman.Charles lives in Humble with his wife of 40 years, Stella, who is a retired educator. They have 4 children and 9 grandchildren. Charles is a U.S. Army veteran, a deacon at St. Marks Missionary Baptist Church, and an avid reader.
State Representative Charles Cunningham was elected in 2022 to represent House District 127, which includes Humble, Huffman, Kingwood, and Atascocita. Living in the district for over 30 years, Charles understands what issues are most important to the constituents; flood mitigation/control, public education, and public safety. Charles is staunchly pro-life, pro-God, and pro-Second Amendment. For the 89th Legislative Session, Speaker Dustin Burrows appointed Charles to serve on 3 committees and 1 Subcommittee: Public Education, Public Health, Local & Consent Calendars, and the Subcommittee on Disease Prevention & Women's & Children's Health.Residing in Humble and HD 127 for over 3 decades, Charles has been active in several community organizations and events, including:• Humble Area Assistance Ministries - President• Northshire III HOA - Director• CenterPoint Energy United Way - Department Past Chairman• IEBW Credit Union - Board Member• Gulf Coast Area Association of School Boards - Past President• Lake Houston Chamber of Commerce - Vice-Chairman of Government Affairs• Kingwood Hospital Advisory - Board Member• Boys Scout of America - District Finance Chairman.Charles lives in Humble with his wife of 40 years, Stella, who is a retired educator. They have 4 children and 9 grandchildren. Charles is a U.S. Army veteran, a deacon at St. Marks Missionary Baptist Church, and an avid reader.",https://house.texas.gov/members/member-page/?district=127,https://house.texas.gov/members/4130/biography,https://house.texas.gov/images/members/4130.jpg?v=1,https://capitol.texas.gov/reports/report.aspx?ID=author&LegSess=89R&Code=A4130,https://capitol.texas.gov/reports/report.aspx?ID=coauthor&LegSess=89R&Code=A4130,https://capitol.texas.gov/reports/report.aspx?ID=sponsor&LegSess=89R&Code=A4130,https://capitol.texas.gov/reports/report.aspx?ID=cosponsor&LegSess=89R&Code=A4130
